1,2,3,4,5
1.880679283672224,1.6749151609743125,1.385687530598662,1.4978160496588013,1.4535646497155668
1.6484369880964367,1.6804891616276036,1.461703001071426,1.4825099419608132,1.186637020456015
1.7518509645199987,1.746132976955818,1.497708519966642,1.5698931228656667,1.2101089338909312
1.9379863276681866,1.7118380799482833,0.9804076565978934,1.3749664264719712,1.125498013711131
1000.0,0.237269020812125,0.42022417058868244,1.5163694140222648,1.2013009299501647
1.557949946314778,1.6599756608042116,1.426816808614936,1.4546813831138485,1.0464777830847463
1.864195903731055,1.679355733801262,1.4312233840566277,0.7821476543944842,1.2821355727059276
1.9421929502899986,1.7403310812077333,1.5123236598348484,1.4129433262120514,1.3085180020884077
2.0127962237645916,1.5679144484411356,1.5933126880476252,1.444879250073273,1.1271185057742872
1.7620637075842005,1.700916765363416,0.5571855908294857,1.3988420759538434,1.2108279352540179
