1,2,3,4
1.8927642895316374,1.688304209882416,1.4882416495178847,1.1753370921006163
1.7150521497838516,1.7528557377358724,1.4949643954626295,1.454364267678218
1.5854668719255,1.6737009661470807,1.6092503632834774,1.394898068083847
1.6170554084182525,1.420236921656182,1.581552342162016,1.4650558170748689
1.6832685333279351,1.7876990006702527,1.5525223709523173,0.45549155389177787
1.7446239635076504,1.7556204958464026,0.3785056121245047,1.5071423431960707
1.8049337123716065,0.41293811105068445,1.4708051578983132,1.4996106086670593
1.9465657451923917,0.7245717728377103,1.629407006068576,1.405358490537407
1000.0,1.7791423453511719,1.5575651542623088,1.2316031994739545
1.8032329673792808,1.3656989050360029,1.545416520576671,1.305182266301279
